country,animal,element,year,value
Northern Africa,Sheep,Export Quantity,2013,3707214
Southern Africa,Sheep,Import Quantity,1992,1151303
Southern Africa,Sheep,Import Quantity,1994,1007550
Southern Africa,Sheep,Import Quantity,1995,1120160
Southern Africa,Sheep,Import Quantity,1997,1021561
Southern Africa,Sheep,Import Quantity,1998,1515170
Southern Africa,Sheep,Export Quantity,1992,1060828
Southern Africa,Sheep,Export Quantity,1995,1009407
Southern Africa,Sheep,Export Quantity,1998,1086510
Western Africa,Sheep,Import Quantity,2010,1215531
Western Africa,Sheep,Export Quantity,2001,1129899
Western Africa,Sheep,Export Quantity,2002,1241285
Western Africa,Sheep,Export Quantity,2008,1123673
Western Africa,Sheep,Export Quantity,2010,1181931
Americas,Cattle,Import Quantity,1961,1477866
Americas,Cattle,Import Quantity,1962,1750618
Americas,Cattle,Import Quantity,1963,1351620
Americas,Cattle,Import Quantity,1965,1497386
Americas,Cattle,Import Quantity,1966,1499366
Americas,Cattle,Import Quantity,1967,1224267
Americas,Cattle,Import Quantity,1968,1409595
Americas,Cattle,Import Quantity,1969,1449818
Americas,Cattle,Import Quantity,1970,1597466
Americas,Cattle,Import Quantity,1971,1507983
Americas,Cattle,Import Quantity,1972,1750184
Americas,Cattle,Import Quantity,1973,1676090
Americas,Cattle,Import Quantity,1974,1170854
Americas,Cattle,Import Quantity,1976,1689398
Americas,Cattle,Import Quantity,1977,1671270
Americas,Cattle,Import Quantity,1978,1916243
Americas,Cattle,Import Quantity,1979,1682252
Americas,Cattle,Import Quantity,1980,1144397
Americas,Cattle,Import Quantity,1981,1276309
Americas,Cattle,Import Quantity,1982,1514261
Americas,Cattle,Import Quantity,1983,1164371
Americas,Cattle,Import Quantity,1984,1022677
Americas,Cattle,Import Quantity,1985,1072170
Americas,Cattle,Import Quantity,1986,1522835
Americas,Cattle,Import Quantity,1987,1409977
Americas,Cattle,Import Quantity,1988,1709617
Americas,Cattle,Import Quantity,1989,1789499
Americas,Cattle,Import Quantity,1990,2346565
Americas,Cattle,Import Quantity,1991,2403819
Americas,Cattle,Import Quantity,1992,2759061
Americas,Cattle,Import Quantity,1993,2868112
Americas,Cattle,Import Quantity,1994,2911079
Americas,Cattle,Import Quantity,1995,3538408
Americas,Cattle,Import Quantity,1996,2476880
Americas,Cattle,Import Quantity,1997,2626794
Americas,Cattle,Import Quantity,1998,2588794
Americas,Cattle,Import Quantity,1999,2526171
Americas,Cattle,Import Quantity,2000,2904485
Americas,Cattle,Import Quantity,2001,3124131
Americas,Cattle,Import Quantity,2002,2964395
Americas,Cattle,Import Quantity,2003,1939156
Americas,Cattle,Import Quantity,2004,1729661
Americas,Cattle,Import Quantity,2005,2126999
Americas,Cattle,Import Quantity,2006,2750581
Americas,Cattle,Import Quantity,2007,2997259
Americas,Cattle,Import Quantity,2008,2862403
Americas,Cattle,Import Quantity,2009,2609750
Americas,Cattle,Import Quantity,2010,3254820
Americas,Cattle,Import Quantity,2011,2614100
Americas,Cattle,Import Quantity,2012,2905602
Americas,Cattle,Import Quantity,2013,2908118
Americas,Cattle,Export Quantity,1961,1469866
Americas,Cattle,Export Quantity,1962,1750092
Americas,Cattle,Export Quantity,1963,1349289
Americas,Cattle,Export Quantity,1964,1013420
Americas,Cattle,Export Quantity,1965,1558244
Americas,Cattle,Export Quantity,1966,1502362
Americas,Cattle,Export Quantity,1967,1237039
Americas,Cattle,Export Quantity,1968,1441645
Americas,Cattle,Export Quantity,1969,1494119
Americas,Cattle,Export Quantity,1970,1653950
Americas,Cattle,Export Quantity,1971,1467843
Americas,Cattle,Export Quantity,1972,1742014
Americas,Cattle,Export Quantity,1973,1575280
Americas,Cattle,Export Quantity,1974,1246631
Americas,Cattle,Export Quantity,1975,1231146
Americas,Cattle,Export Quantity,1976,1668430
Americas,Cattle,Export Quantity,1977,1634423
Americas,Cattle,Export Quantity,1978,2142850
Americas,Cattle,Export Quantity,1979,1712401
Americas,Cattle,Export Quantity,1980,1178489
Americas,Cattle,Export Quantity,1981,1157243
Americas,Cattle,Export Quantity,1982,1524387
Americas,Cattle,Export Quantity,1983,1155790
Americas,Cattle,Export Quantity,1985,1061738
Americas,Cattle,Export Quantity,1986,1378155
Americas,Cattle,Export Quantity,1987,1451840
Americas,Cattle,Export Quantity,1988,1707617
Americas,Cattle,Export Quantity,1989,1604956
Americas,Cattle,Export Quantity,1990,2577634
Americas,Cattle,Export Quantity,1991,2612543
Americas,Cattle,Export Quantity,1992,2908031
Americas,Cattle,Export Quantity,1993,2891649
Americas,Cattle,Export Quantity,1994,3049537
Americas,Cattle,Export Quantity,1995,3544944
Americas,Cattle,Export Quantity,1996,2421941
Americas,Cattle,Export Quantity,1997,2675576
Americas,Cattle,Export Quantity,1998,2683492
Americas,Cattle,Export Quantity,1999,2425437
Americas,Cattle,Export Quantity,2000,2897754
Americas,Cattle,Export Quantity,2001,3288815
Americas,Cattle,Export Quantity,2002,2997254
Americas,Cattle,Export Quantity,2003,1942098
Americas,Cattle,Export Quantity,2004,1820592
Americas,Cattle,Export Quantity,2005,2234488
Americas,Cattle,Export Quantity,2006,3313439
Americas,Cattle,Export Quantity,2007,3299116
Americas,Cattle,Export Quantity,2008,3096179
Americas,Cattle,Export Quantity,2009,2887949
Americas,Cattle,Export Quantity,2010,3826633
Americas,Cattle,Export Quantity,2011,3495363
Americas,Cattle,Export Quantity,2012,3592165
Americas,Cattle,Export Quantity,2013,3287644
Americas,Pigs,Import Quantity,1984,1331651
Americas,Pigs,Import Quantity,1985,1236778
Americas,Pigs,Import Quantity,1988,1045047
Americas,Pigs,Import Quantity,1989,1334831
Americas,Pigs,Import Quantity,1991,1400829
Americas,Pigs,Import Quantity,1994,1141705
Americas,Pigs,Import Quantity,1995,1788140
Americas,Pigs,Import Quantity,1996,2832817
Americas,Pigs,Import Quantity,1997,3220227
Americas,Pigs,Import Quantity,1998,4400900
Americas,Pigs,Import Quantity,1999,4356523
Americas,Pigs,Import Quantity,2000,4447353
Americas,Pigs,Import Quantity,2001,5448121
Americas,Pigs,Import Quantity,2002,6012123
Americas,Pigs,Import Quantity,2003,7634198
Americas,Pigs,Import Quantity,2004,8710848
Americas,Pigs,Import Quantity,2005,8396598
Americas,Pigs,Import Quantity,2006,8972594
Americas,Pigs,Import Quantity,2007,10159756
Americas,Pigs,Import Quantity,2008,9444018
Americas,Pigs,Import Quantity,2009,6395905
Americas,Pigs,Import Quantity,2010,5789323
Americas,Pigs,Import Quantity,2011,5843787
Americas,Pigs,Import Quantity,2012,5704546
Americas,Pigs,Import Quantity,2013,4986298
Americas,Pigs,Export Quantity,1984,1365986
Americas,Pigs,Export Quantity,1985,1176392
Americas,Pigs,Export Quantity,1989,1468853
Americas,Pigs,Export Quantity,1991,1335054
Americas,Pigs,Export Quantity,1994,1085071
Americas,Pigs,Export Quantity,1995,1788084
Americas,Pigs,Export Quantity,1996,2847664
Americas,Pigs,Export Quantity,1997,3242138
Americas,Pigs,Export Quantity,1998,4364987
Americas,Pigs,Export Quantity,1999,4335189
Americas,Pigs,Export Quantity,2000,4438961
Americas,Pigs,Export Quantity,2001,5419678
Americas,Pigs,Export Quantity,2002,5954811
Americas,Pigs,Export Quantity,2003,7627575
Americas,Pigs,Export Quantity,2004,8708644
Americas,Pigs,Export Quantity,2005,8376657
Americas,Pigs,Export Quantity,2006,8949821
Americas,Pigs,Export Quantity,2007,10178524
Americas,Pigs,Export Quantity,2008,9461887
Americas,Pigs,Export Quantity,2009,6417759
Americas,Pigs,Export Quantity,2010,5810589
Americas,Pigs,Export Quantity,2011,5883353
Americas,Pigs,Export Quantity,2012,5746300
Americas,Pigs,Export Quantity,2013,5020511
Americas,Sheep,Import Quantity,1992,1022475
Americas,Sheep,Export Quantity,1991,1256383
Americas,Sheep,Export Quantity,1993,1100199
Americas,Sheep,Export Quantity,1994,1188696
Americas,Sheep,Export Quantity,1997,1916789
Northern America,Cattle,Import Quantity,1961,1046938
Northern America,Cattle,Import Quantity,1962,1253862
Northern America,Cattle,Import Quantity,1965,1133865
Northern America,Cattle,Import Quantity,1966,1110194
Northern America,Cattle,Import Quantity,1968,1045746
Northern America,Cattle,Import Quantity,1969,1051509
Northern America,Cattle,Import Quantity,1970,1220590
Northern America,Cattle,Import Quantity,1971,1082180
Northern America,Cattle,Import Quantity,1972,1260776
Northern America,Cattle,Import Quantity,1973,1265135
Northern America,Cattle,Import Quantity,1976,1183642
Northern America,Cattle,Import Quantity,1977,1184882
Northern America,Cattle,Import Quantity,1978,1337856
Northern America,Cattle,Import Quantity,1982,1091315
Northern America,Cattle,Import Quantity,1983,1009691
Northern America,Cattle,Import Quantity,1986,1407075
Northern America,Cattle,Import Quantity,1987,1295048
Northern America,Cattle,Import Quantity,1988,1401344
Northern America,Cattle,Import Quantity,1989,1514023
Northern America,Cattle,Import Quantity,1990,2169610
Northern America,Cattle,Import Quantity,1991,2023916
Northern America,Cattle,Import Quantity,1992,2311765
Northern America,Cattle,Import Quantity,1993,2566711
Northern America,Cattle,Import Quantity,1994,2174919
Northern America,Cattle,Import Quantity,1995,2871549
Northern America,Cattle,Import Quantity,1996,2036384
Northern America,Cattle,Import Quantity,1997,2111773
Northern America,Cattle,Import Quantity,1998,2147836
Northern America,Cattle,Import Quantity,1999,2171987
Northern America,Cattle,Import Quantity,2000,2544083
Northern America,Cattle,Import Quantity,2001,2740771
Northern America,Cattle,Import Quantity,2002,2643703
Northern America,Cattle,Import Quantity,2003,1814756
Northern America,Cattle,Import Quantity,2004,1388909
Northern America,Cattle,Import Quantity,2005,1839334
Northern America,Cattle,Import Quantity,2006,2340148
Northern America,Cattle,Import Quantity,2007,2569731
Northern America,Cattle,Import Quantity,2008,2362823
Northern America,Cattle,Import Quantity,2009,2081905
Northern America,Cattle,Import Quantity,2010,2364363
Northern America,Cattle,Import Quantity,2011,2197374
Northern America,Cattle,Import Quantity,2012,2197105
Northern America,Cattle,Import Quantity,2013,2091703
Northern America,Cattle,Export Quantity,1990,1003692
Northern America,Cattle,Export Quantity,1991,1227109
Northern America,Cattle,Export Quantity,1992,1609691
Northern America,Cattle,Export Quantity,1993,1365978
Northern America,Cattle,Export Quantity,1994,1249613
Northern America,Cattle,Export Quantity,1995,1230247
Northern America,Cattle,Export Quantity,1996,1688709
Northern America,Cattle,Export Quantity,1997,1665461
Northern America,Cattle,Export Quantity,1998,1603339
Northern America,Cattle,Export Quantity,1999,1319864
Northern America,Cattle,Export Quantity,2000,1450334
Northern America,Cattle,Export Quantity,2001,1989076
Northern America,Cattle,Export Quantity,2002,1934102
Northern America,Cattle,Export Quantity,2006,1094525
Northern America,Cattle,Export Quantity,2007,1499340
Northern America,Cattle,Export Quantity,2008,1735157
Northern America,Cattle,Export Quantity,2009,1150496
Northern America,Cattle,Export Quantity,2010,1178535
Northern America,Cattle,Export Quantity,2012,1011972
Northern America,Cattle,Export Quantity,2013,1212669
Northern America,Pigs,Import Quantity,1984,1323484
Northern America,Pigs,Import Quantity,1985,1227852
Northern America,Pigs,Import Quantity,1989,1074301
Northern America,Pigs,Import Quantity,1991,1058078
Northern America,Pigs,Import Quantity,1995,1753258
Northern America,Pigs,Import Quantity,1996,2781369
Northern America,Pigs,Import Quantity,1997,3182879
Northern America,Pigs,Import Quantity,1998,4132536
Northern America,Pigs,Import Quantity,1999,4143730
Northern America,Pigs,Import Quantity,2000,4367103
Northern America,Pigs,Import Quantity,2001,5341346
Northern America,Pigs,Import Quantity,2002,5756084
Northern America,Pigs,Import Quantity,2003,7442534
Northern America,Pigs,Import Quantity,2004,8510605
Northern America,Pigs,Import Quantity,2005,8191309
Northern America,Pigs,Import Quantity,2006,8763957
Northern America,Pigs,Import Quantity,2007,10005895
Northern America,Pigs,Import Quantity,2008,9350431
Northern America,Pigs,Import Quantity,2009,6367927
Northern America,Pigs,Import Quantity,2010,5752100
Northern America,Pigs,Import Quantity,2011,5798077
Northern America,Pigs,Import Quantity,2012,5654766
Northern America,Pigs,Import Quantity,2013,4959701
Northern America,Pigs,Export Quantity,1984,1362059
Northern America,Pigs,Export Quantity,1985,1170602
Northern America,Pigs,Export Quantity,1989,1299996
Northern America,Pigs,Export Quantity,1991,1334005
Northern America,Pigs,Export Quantity,1994,1051589
Northern America,Pigs,Export Quantity,1995,1764410
Northern America,Pigs,Export Quantity,1996,2834950
Northern America,Pigs,Export Quantity,1997,3236875
Northern America,Pigs,Export Quantity,1998,4352261
Northern America,Pigs,Export Quantity,1999,4314405
Northern America,Pigs,Export Quantity,2000,4429024
Northern America,Pigs,Export Quantity,2001,5409151
Northern America,Pigs,Export Quantity,2002,5948022
Northern America,Pigs,Export Quantity,2003,7613662
Northern America,Pigs,Export Quantity,2004,8694677
Northern America,Pigs,Export Quantity,2005,8364229
Northern America,Pigs,Export Quantity,2006,8941449
Northern America,Pigs,Export Quantity,2007,10168665
Northern America,Pigs,Export Quantity,2008,9454548
Northern America,Pigs,Export Quantity,2009,6396912
Northern America,Pigs,Export Quantity,2010,5785541
Northern America,Pigs,Export Quantity,2011,5855887
Northern America,Pigs,Export Quantity,2012,5731413
Northern America,Pigs,Export Quantity,2013,5009476
Northern America,Sheep,Export Quantity,1997,1453319
Central America,Cattle,Export Quantity,1978,1101151
Central America,Cattle,Export Quantity,1987,1030750
Central America,Cattle,Export Quantity,1990,1358204
Central America,Cattle,Export Quantity,1991,1196369
Central America,Cattle,Export Quantity,1992,1156465
Central America,Cattle,Export Quantity,1993,1455545
Central America,Cattle,Export Quantity,1994,1155155
Central America,Cattle,Export Quantity,1995,1673457
Central America,Cattle,Export Quantity,1999,1008861
Central America,Cattle,Export Quantity,2000,1336678
Central America,Cattle,Export Quantity,2001,1277880
Central America,Cattle,Export Quantity,2002,1043409
Central America,Cattle,Export Quantity,2003,1317470
Central America,Cattle,Export Quantity,2004,1476637
Central America,Cattle,Export Quantity,2005,1388742
Central America,Cattle,Export Quantity,2006,1654423
Central America,Cattle,Export Quantity,2007,1172962
Central America,Cattle,Export Quantity,2009,1013546
Central America,Cattle,Export Quantity,2010,1311008
Central America,Cattle,Export Quantity,2011,1948315
Central America,Cattle,Export Quantity,2012,1584606
Central America,Cattle,Export Quantity,2013,1112509
South America,Cattle,Export Quantity,2010,1337090
Asia,Cattle,Import Quantity,1995,1425977
Asia,Cattle,Import Quantity,1996,1319878
Asia,Cattle,Import Quantity,1997,1360730
Asia,Cattle,Import Quantity,1999,1406728
Asia,Cattle,Import Quantity,2000,1346942
Asia,Cattle,Import Quantity,2001,1040728
Asia,Cattle,Import Quantity,2002,1043162
Asia,Cattle,Import Quantity,2003,1239122
Asia,Cattle,Import Quantity,2004,1467463
Asia,Cattle,Import Quantity,2005,1211088
Asia,Cattle,Import Quantity,2006,1360896
Asia,Cattle,Import Quantity,2007,1411704
Asia,Cattle,Import Quantity,2008,1590545
Asia,Cattle,Import Quantity,2009,2059054
Asia,Cattle,Import Quantity,2010,2134199
Asia,Cattle,Import Quantity,2011,2107833
Asia,Cattle,Import Quantity,2012,2142554
Asia,Cattle,Import Quantity,2013,2742822
Asia,Pigs,Import Quantity,1962,1166542
Asia,Pigs,Import Quantity,1963,1546536
Asia,Pigs,Import Quantity,1964,1882626
Asia,Pigs,Import Quantity,1965,2011591
Asia,Pigs,Import Quantity,1966,2058737
Asia,Pigs,Import Quantity,1967,1900437
Asia,Pigs,Import Quantity,1968,1864412
Asia,Pigs,Import Quantity,1969,1847542
Asia,Pigs,Import Quantity,1970,1884669
Asia,Pigs,Import Quantity,1971,2447913
Asia,Pigs,Import Quantity,1972,2679211
Asia,Pigs,Import Quantity,1973,2702589
Asia,Pigs,Import Quantity,1974,2632699
Asia,Pigs,Import Quantity,1975,2790090
Asia,Pigs,Import Quantity,1976,2999808
Asia,Pigs,Import Quantity,1977,3031476
Asia,Pigs,Import Quantity,1978,3128906
Asia,Pigs,Import Quantity,1979,3100023
Asia,Pigs,Import Quantity,1980,4556678
Asia,Pigs,Import Quantity,1981,3199822
Asia,Pigs,Import Quantity,1982,3421787
Asia,Pigs,Import Quantity,1983,3363953
Asia,Pigs,Import Quantity,1984,3255375
Asia,Pigs,Import Quantity,1985,3274266
Asia,Pigs,Import Quantity,1986,3523827
Asia,Pigs,Import Quantity,1987,3584268
Asia,Pigs,Import Quantity,1988,3689367
Asia,Pigs,Import Quantity,1989,3572205
Asia,Pigs,Import Quantity,1990,3623814
Asia,Pigs,Import Quantity,1991,3764152
Asia,Pigs,Import Quantity,1992,3829518
Asia,Pigs,Import Quantity,1993,3906054
Asia,Pigs,Import Quantity,1994,3968953
Asia,Pigs,Import Quantity,1995,3878409
Asia,Pigs,Import Quantity,1996,3555181
Asia,Pigs,Import Quantity,1997,3361477
Asia,Pigs,Import Quantity,1998,3218225
Asia,Pigs,Import Quantity,1999,2247586
Asia,Pigs,Import Quantity,2000,2363701
Asia,Pigs,Import Quantity,2001,2363408
Asia,Pigs,Import Quantity,2002,2207742
Asia,Pigs,Import Quantity,2003,2229735
Asia,Pigs,Import Quantity,2004,2317539
Asia,Pigs,Import Quantity,2005,2192711
Asia,Pigs,Import Quantity,2006,2024054
Asia,Pigs,Import Quantity,2007,2009783
Asia,Pigs,Import Quantity,2008,2369844
Asia,Pigs,Import Quantity,2009,2764888
Asia,Pigs,Import Quantity,2010,2513292
Asia,Pigs,Import Quantity,2011,2531327
